SrNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,HundredMillionOrMore,OneMillionOrMore,Funded,Industry,BangaloreBased,InMegaCity,TechRelated,PrivateEquity,SeedFunding,PrivateOrSeed,Year,FiveMillionOrMore,TopInvestor
855,17-Apr,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,1,No
856,17-Apr,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
857,17-Apr,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2017,1,No
858,17-Apr,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2017,0,No
859,17-Apr,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,0,No,No,No,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
860,17-Apr,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,0,No
861,17-Apr,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,6100000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
862,17-Apr,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
863,17-Apr,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,1,No
864,17-Apr,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
865,17-Apr,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
866,17-Apr,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
867,17-Apr,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
868,17-Apr,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,0,No,No,No,Other,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
869,17-Apr,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2017,1,No
870,17-Apr,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
871,17-Apr,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
872,17-Apr,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2017,0,No
873,17-Apr,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
874,17-Apr,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,1,No
875,17-Apr,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2017,0,No
876,17-Apr,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
877,17-Apr,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
878,17-Apr,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2300000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
879,17-Apr,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2017,1,No
880,17-Apr,MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,100000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
881,17-Apr,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
882,17-Apr,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,0,No
883,17-Apr,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,0,No
884,17-Apr,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
885,17-Apr,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,0,No
886,17-Apr,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
887,17-Apr,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
888,17-Apr,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2017,0,No
889,17-Apr,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,1,No
890,17-Apr,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,260000000,Yes,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
891,17-Apr,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
892,17-Apr,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
893,17-Apr,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,0,No,No,No,Other,No,Yes,Yes,No,Yes,Yes,2017,0,No
894,17-Apr,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2017,0,No
895,17-Apr,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2017,0,No
896,17-Apr,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
897,17-Apr,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
898,17-Apr,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
899,17-Apr,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2017,0,No
900,17-Apr,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,600000,No,No,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
901,17-Apr,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,1250000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
902,17-Apr,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investors,Seed Funding,155000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2017,0,Yes
903,17-Apr,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
904,17-Apr,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,Ankit Nagori,Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2017,0,No
905,17-Apr,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
906,17-Apr,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2017,1,No
907,17-Apr,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000,Yes,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,1,No
908,17-Apr,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
909,17-Apr,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2017,0,No
910,17-Apr,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,245000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
911,17-Apr,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3100000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
912,17-Apr,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,1,No
913,17-Apr,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,0,No,No,No,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
914,17-Apr,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2017,1,No
915,17-Apr,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1500000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
916,17-Apr,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,1000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,0,No
917,17-Apr,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0,No,No,No,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
918,17-Apr,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
919,17-Apr,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
920,17-Apr,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
921,17-Apr,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,1500000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
922,17-Apr,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,750000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
923,17-Apr,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,0,No,No,No,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
924,17-Apr,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,0,No,No,No,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
925,17-Mar,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,330000000,Yes,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
926,17-Mar,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,10000000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
927,17-Mar,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
928,17-Mar,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2017,0,No
929,17-Mar,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
930,17-Mar,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,500000,No,No,Yes,Other,No,Yes,Yes,No,Yes,Yes,2017,0,No
931,17-Mar,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
932,17-Mar,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
933,17-Mar,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,1,No
934,17-Mar,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
935,17-Mar,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
936,17-Mar,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
937,17-Mar,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,1,No
938,17-Mar,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed Investors,Seed Funding,0,No,No,No,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,Yes
939,17-Mar,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,200000000,Yes,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2017,1,No
940,17-Mar,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2017,1,No
941,17-Mar,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
942,17-Mar,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,150000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
943,17-Mar,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
944,17-Mar,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,1,No
945,17-Mar,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,10000000,No,Yes,Yes,Other,Yes,Yes,Yes,Yes,No,Yes,2017,1,No
946,17-Mar,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,0,No
947,17-Mar,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
948,17-Mar,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000,No,Yes,Yes,Consumer Internet,Yes,Yes,Yes,Yes,No,Yes,2017,0,No
949,17-Mar,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2017,1,No
950,17-Mar,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000,No,Yes,Yes,Other,No,Yes,Yes,No,Yes,Yes,2017,0,No
951,17-Mar,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000,No,No,Yes,Consumer Internet,No,Yes,Yes,No,Yes,Yes,2017,0,No
952,17-Mar,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,0,No,No,No,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,0,No
953,17-Mar,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,500000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
954,17-Mar,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
955,17-Mar,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,443000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2017,0,No
956,17-Mar,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2017,0,No
957,17-Mar,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,600000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
958,17-Mar,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,0,No,No,No,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
959,17-Mar,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,0,No,No,No,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
960,17-Mar,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2017,0,No
961,17-Mar,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investors,Seed Funding,100000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,Yes
962,17-Mar,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
963,17-Mar,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
964,17-Mar,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,3100000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,0,No
965,17-Mar,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,200000,No,No,Yes,Consumer Internet,No,No,Yes,No,Yes,Yes,2017,0,No
966,17-Mar,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed Funding,0,No,No,No,Other,No,No,Yes,No,Yes,Yes,2017,0,No
967,17-Mar,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,1400000000,Yes,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2017,1,No
968,17-Mar,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,3670000,No,Yes,Yes,Other,No,Yes,Yes,Yes,No,Yes,2017,0,No
969,17-Mar,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,5300000,No,Yes,Yes,Consumer Internet,No,Yes,Yes,Yes,No,Yes,2017,1,No
970,17-Mar,The Mons Co.,eCommerce,PregUnknowncy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2017,0,No
971,17-Mar,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,191000,No,No,Yes,Consumer Internet,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
972,17-Mar,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,15000000,No,Yes,Yes,Consumer Internet,No,No,Yes,Yes,No,Yes,2017,1,No
973,17-Mar,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000,No,Yes,Yes,Other,No,No,Yes,Yes,No,Yes,2017,1,No
974,17-Mar,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,382000,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,Yes,2017,0,No
