SrNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentnType,AmountUSD,HundredMillionOrMore,OneMillionOrMore,Funded,Industry,BangaloreBased,InMegaCity,TechRelated,PrivateEquity,SeedFunding,PrivateOrSeed,Year,FiveMillionOrMore,TopInvestor
2226,15-Nov,Skoov.com,eCommerce Product Search Engine,Unknown,Mumbai,Undisclosed Investors,Seed Funding,150000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,Yes
2227,15-Nov,Chefs Basket,Ready to cook packaged Foods,Unknown,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2228,15-Nov,Gingercrush,Product Customization Platform,Unknown,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2229,15-Nov,Delight Foods,Branded Food products online sales,Unknown,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000,No,No,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2230,15-Nov,6Degree,Talent platform for Fashion professionals,Unknown,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2231,15-Nov,RenewBuy,Auto Insurance Online platform,Unknown,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2232,15-Nov,Grab,Hyperlocal Logistics Service Provider,Unknown,Mumbai,Sixth Sense Ventures,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2233,15-Nov,Hitwicket,Cricket Management Mobile Game,Unknown,Hyderabad,Chennai Angels,Seed Funding,250000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2234,15-Nov,Flashdoor,On Demand Laundry Service platform,Unknown,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2235,15-Nov,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Unknown,Gurgaon,Kalaari Capital,Private Equity,3700000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,0,No
2236,15-Nov,Absentia,Virtual Reality Headset creator,Unknown,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2237,15-Nov,Renowala,Home Improvement Service platform,Unknown,Hyderabad,Logtally,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2238,15-Nov,TaskBucks,mobile-only tasks marketplace,Unknown,New Delhi,Times Internet,Private Equity,15000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2239,15-Nov,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2240,15-Nov,Julia Computing,Numerical Computing & Data Science Platform,Unknown,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2241,15-Nov,StyleTag,Designer fashion Jewellery Marketplace,Unknown,Bangalore,Jitu Virwani,Seed Funding,7500000,No,Yes,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,1,No
2242,15-Nov,Smytten,Online Products Discovery Platform,Unknown,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2243,15-Nov,BiBox,Kids Tool kit for Innovation platform,Unknown,Bangalore,Ravi Krishnamurthy,Seed Funding,530000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2244,15-Nov,Convegenius,Mobile Learning Solutions,Unknown,Noida / Singapore,Enablers platform,Seed Funding,300000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2245,15-Nov,Ola,Car Aggregator & Retail Mobile App,Unknown,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000,Yes,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2246,15-Nov,Goodbox,conversational commerce mobile app,Unknown,Bangalore,Nexus Venture Partners,Private Equity,2500000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2247,15-Nov,ScoopWhoop,Viral Content web Platform,Unknown,New Delhi,Kalaari Capital,Private Equity,4000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2248,15-Nov,Hipship,Express local delivery platform,Unknown,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2249,15-Nov,Pickrr,On-Demand Local Logistics provider,Unknown,New Delhi,Palaash Ventures,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2250,15-Nov,Truelancer,Curated Freelancer Marketplace,Unknown,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2251,15-Nov,AHA Taxis,Online Taxi Rental Platform,Unknown,Noida,ah! Ventures,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2252,15-Nov,UrbanClap,Mobile Services Marketplace,Unknown,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,1,No
2253,15-Nov,SenseGiz,Smartwatch Maker,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2254,15-Nov,PlaceofOrigin,Online Gourmet Food Marketplace,Unknown,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2255,15-Nov,Fourseven,Online Jewellery etailer,Unknown,New Delhi,Indian Angel Network,Seed Funding,455000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2256,15-Nov,MindTickle,Sales & Productivity Software,Unknown,Pune / US,New Enterprise Associates,Private Equity,12500000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,1,No
2257,15-Nov,Shopsense,ecommerce related software product platform,Unknown,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2258,15-Nov,Medinfi,Health-Tech platform,Unknown,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2259,15-Nov,OUWT,Nightlife Discovery Mobile App,Unknown,Mumbai,Undisclosed Investors,Seed Funding,150000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,Yes
2260,15-Nov,HeyPillow,Online Real Estate Marketplace,Unknown,Bangalore,Hampton Capital,Private Equity,3000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2261,15-Nov,Healers At Home,"Home Healthcare Services platform,",Unknown,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2262,15-Nov,Caravan Craft,Indian Ethnic Crafts Etailer,Unknown,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2263,15-Nov,Talkoot,Social platform for traders and investors,Unknown,Bangalore,Undisclosed Investors,Seed Funding,100000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,Yes
2264,15-Nov,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Unknown,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2265,15-Nov,Medikoe,Healthcare Services Discovery platform,Unknown,Bangalore,Anil Menon,Seed Funding,100000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2266,15-Nov,Stylofie,Health and Beauty Services Marketplace,Unknown,Gurgaon,Swastika,Seed Funding,250000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2267,15-Nov,ServX,Automotive Services platform,Unknown,New Delhi,Manish Gupta,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2268,15-Nov,Naaptol,Online and TV Shopping Marketplace,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2269,15-Nov,Crayon Data,Big Data Analytics Platform,Unknown,Chennai/ Singapore,Ratan Tata,Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2015,0,Yes
2270,15-Nov,EarlySalary.com,Mobile App based Loan disbursement platform,Unknown,Mumbai,Ashok Agarwal,Seed Funding,1500000,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2271,15-Nov,Tooler,On Demand Laundry Services App,Unknown,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2272,15-Nov,S Chand,Education Content Provider,Unknown,New Delhi,IFC Everstone Group,Private Equity,27000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2273,15-Nov,Stelae,Content Management Software Solutions,Unknown,Chennai,Earlsfield Capital,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2274,15-Nov,GoQii,Fitness Tracking Management Solutions,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2275,15-Nov,Grofers,Hyper-local Grocery Delivery platform,Unknown,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000,Yes,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,1,No
2276,15-Nov,Pluss,Hyperlocal healthcare product Delivery Service provider,Unknown,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,0,No
2277,15-Nov,KountMoney,Online Lending Marketplace,Unknown,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2278,15-Nov,StayGlad,On Demand Beauty Services Platform,Unknown,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2279,15-Nov,JustRide,Self Driven Rental Car Platform,Unknown,Mumbai,N/A,Private Equity,2000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2280,15-Nov,Fastudent,Education Content etailer,Unknown,Noida,Ashish Gupta,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2281,15-Nov,LearnOn,Clud based Learning platform,Unknown,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2282,15-Nov,Talentrack,Talent Exchange & Talent Services Marketplace,Unknown,New Delhi,Unigrowth Inc,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2283,15-Nov,M-TAXI,Two-Wheeler Taxi Service,Unknown,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2284,15-Nov,Baxi,Two-Wheeler Taxi Service,Unknown,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2285,15-Nov,Superhero Brands,character merchandize sales platform,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,540000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2286,15-Nov,MoMagic,Mobile Application Developer,Unknown,New Delhi,FIH Mobile Ltd,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2287,15-Nov,QikPod,Ecommerce Delivery locker services,Unknown,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2288,15-Nov,Butterfly Interactive,extra curricular activities marketplace app,Unknown,New Delhi,Undisclosed Investors,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,Yes
2289,15-Nov,Bro4U,Hyperlocal Online Home services provider,Unknown,Bangalore,Sargod Ventures,Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2290,15-Oct,Indifi,Easy Business Loans platform,Unknown,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2291,15-Oct,Wydr,Performance based Wholesale Marketplace,Unknown,New Delhi,Sandeep Aggarwal,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2292,15-Oct,EasyFix,Professional Services Marketplace,Unknown,Gurgaon,Axilor Ventures,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2293,15-Oct,Muvizz,Movie-on-demand platform,Unknown,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2294,15-Oct,Abhibus,us ticketing and fleet management platform,Unknown,Hyderabad,Paytm (One97 communications),Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2015,0,No
2295,15-Oct,Cleartax,Online Income Tax Filing platform,Unknown,New Delhi,Paytm (One97 communications),Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2296,15-Oct,Shopalyst,Product discovery & recommendation platform,Unknown,Bangalore,Kalaari Capital,Private Equity,2000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2297,15-Oct,Chillr,Mobile Payments App,Unknown,Mumbai,Sequoia Capital,Private Equity,6000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2298,15-Oct,Nykaa,Beauty & Wellness Products e-tailer,Unknown,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2299,15-Oct,Voylla,Fashion jewelry and accessories e-tailer,Unknown,Jaipur,Peepul Capital,Private Equity,15000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,1,No
2300,15-Oct,IndiaLends,Online Consumer Lending platform,Unknown,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2301,15-Oct,Rock N Shop,Premium Apparel shopping portal,Unknown,New Delhi,Undisclosed Investors,Seed Funding,150000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,Yes
2302,15-Oct,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Unknown,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2303,15-Oct,WorkIndia,Job Board,Unknown,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2304,15-Oct,SportzVillage,Sports Management & Physical Education Business,Unknown,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2305,15-Oct,SportyBeans,multi-sport program for preschoolers,Unknown,Pune,YouWeCan Ventures,Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2306,15-Oct,Burger Singh,QSR & Online delivery portal,Unknown,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2307,15-Oct,Welcome Cure,Online Homeopathy Clinic,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2308,15-Oct,SchoolGuru,E-Learning Service Provider,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2309,15-Oct,Naturally Yours,Organic Food etailer,Unknown,Mumbai,Sanjay Mehta,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2310,15-Oct,GoJavas,Delivery & Logistics Service provider,Unknown,Gurgaon,Snapdeal,Private Equity,20000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,1,No
2311,15-Oct,Scandid,Product Discovery & comparison App,Unknown,Pune,Micromax Informatics,Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2015,0,No
2312,15-Oct,StalkBuyLove,Online Apparels Fashion brand,Unknown,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2313,15-Oct,ZuperMeal,Home Cooked Food marketplace & Delivery,Unknown,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2314,15-Oct,Cube26,Gesture based Mobile Development,Unknown,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2315,15-Oct,Mobikon,Hotel Mobile CRM Software platform,Unknown,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2015,0,No
2316,15-Oct,Grabhouse,Rental Accommodation Search platform,Unknown,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2317,15-Oct,Quifers,Logistics Tech Platform,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2318,15-Oct,Stockroom.io,Developer Portfolio Showcase platform,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,70000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,Yes
2319,15-Oct,Curofy,Doctors Network Mobile App,Unknown,New Delhi,RoundGlass Partners,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2320,15-Oct,Cloud Lending,End-to-End Lending platform,Unknown,Bangalore,SF Capital Group,Private Equity,8000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2321,15-Oct,Inayo,on-demand healthcare marketplace,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2322,15-Oct,WoNoBo,360-degree view creating platform,Unknown,Bangalore,Quikr,Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2323,15-Oct,Kulzy,Advertising & Marketing Community Networking platform,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2324,15-Oct,Zeppery,Food Ordering & Delivery App,Unknown,New Delhi,Suyash Sharma,Seed Funding,77000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2325,15-Oct,Zify,Ride Sharing platform,Unknown,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2326,15-Oct,Faircent,Online P2P lending marketplace,Unknown,Gurgaon,Aarin Capital Partners,Private Equity,0,No,No,No,Other,No,No,No,Yes,No,Yes,2015,0,No
2327,15-Oct,Bizongo,B2B marketplace for industrial goods,Unknown,Mumbai,Accel Partners,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2328,15-Oct,Gridle,Cloud Based Collaboration platform,Unknown,Ahmedabad,LetsVenture,Seed Funding,100000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2329,15-Oct,Tripoto,global community for travellers,Unknown,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2330,15-Oct,Mubble,Prepaid Bill manager App,Unknown,Bangalore,Accel Partners,Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2331,15-Oct,Voodoo,Mobile Only Shopping Assistant,Unknown,New Delhi,SAIF Partners,Seed Funding,1000000,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2332,15-Oct,Lookup,Mobile Messaging Assistant App,Unknown,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2333,15-Oct,AskMyGift,Personalized Wish List creator app,Unknown,Noida,Turning Ideas,Seed Funding,50000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2334,15-Oct,Gaana.com,Music Streaming mobile app,Unknown,Mumbai,Micromax Informatics Ltd,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2335,15-Oct,Zappfresh,Raw Meat & Ready to eat food etailer,Unknown,Gurgaon,Undisclosed Investors,Seed Funding,77000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,Yes
2336,15-Oct,GymTrekker,Gym Discovery platform,Unknown,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2337,15-Oct,Bounty App,Online Purchase rewards app,Unknown,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2338,15-Oct,Homers.in,Home rental platform,Unknown,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0,No,No,No,Other,No,No,No,No,Yes,Yes,2015,0,No
2339,15-Oct,mShipper,Crowdsourced Delivery platform,Unknown,New Delhi,Vijai Laxmi,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2340,15-Oct,BolRealty,Real Estate Insights platform,Unknown,New Delhi,Manpreet Singh,Seed Funding,0,No,No,No,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2341,15-Oct,S-Cube Futuretech,Structural & Civil Engg Service Automation,Unknown,Mumbai,Parampara Capital,Private Equity,1000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2342,15-Oct,LetsVenture,Startup Funding Marketplace,Unknown,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0,No,No,No,Other,Yes,Yes,No,Yes,No,Yes,2015,0,No
2343,15-Oct,Citrus Payment,Payments Solution platform,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2344,15-Oct,Holidify,Travel Destination Discovery platform,Unknown,New Delhi,Aarti Group,Seed Funding,100000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2345,15-Oct,PrimaSeller,Order Fulfillment SAAS platform,Unknown,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2346,15-Oct,Opinio,Last Mile Delivery Service,Unknown,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000,No,Yes,Yes,Other,Yes,Yes,No,Yes,No,Yes,2015,1,No
2347,15-Oct,Attune Technologies,Healthcare IT Solutions & services,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,1,No
2348,15-Oct,iChef.in,Gourmet Meals Delivery,Unknown,Mumbai,Springboard Ventures,Private Equity,0,No,No,No,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2349,15-Oct,Jiyo Natural,Healthy Meals Food delivery platform,Unknown,Bangalore,Indian Angel Network,Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2350,15-Oct,AgentDesks,Real Estate Mobile CRM,Unknown,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,No,Yes,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2351,15-Oct,White Owl Brewery,Micro-Brewery,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000,No,Yes,Yes,Other,No,Yes,No,Yes,No,Yes,2015,0,No
2352,15-Oct,MealHopper,Home Made Food Marketplace,Unknown,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2353,15-Oct,Zenify.in,residential rental management platform,Unknown,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,No,No,Yes,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2354,15-Oct,Stockal,Personalized Stock Intelligence Platform,Unknown,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0,No,No,No,Other,Yes,Yes,No,No,Yes,Yes,2015,0,No
2355,15-Oct,Medd,Personal Diagnostic Mobile App,Unknown,Mumbai,Group of Angel investors,Seed Funding,150000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
2356,15-Oct,Leaping Caravan,Online food ordering & Delivery service,Unknown,Gurgaon,Group of Angel investors,Seed Funding,150000,No,No,Yes,Other,No,No,No,No,Yes,Yes,2015,0,No
2357,15-Oct,Frsh,Online food ordering & Delivery service,Unknown,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000,No,Yes,Yes,Other,No,No,No,Yes,No,Yes,2015,0,No
2358,15-Oct,Qik Stay,Hotel Aggregator & booking platform,Unknown,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,No,No,Yes,Other,No,Yes,No,No,Yes,Yes,2015,0,No
